"playerID"	"atbat"	"hits"	"batting_avg"
"davishe01"	225	48	0.213333333333333
"davisjd01"	480	119	0.247916666666667
"davisjo05"	90	22	0.244444444444444
"dazayo01"	74	20	0.27027027027027
"dejonpa01"	372	77	0.206989247311828
"delacbr01"	579	149	0.2573402417962
"delacel01"	388	91	0.234536082474227
"delayja01"	167	42	0.251497005988024
"delucjo01"	42	11	0.261904761904762
"deverra01"	580	157	0.270689655172414
"diazal02"	315	72	0.228571428571429
"diazel01"	486	130	0.267489711934156
"diazis01"	24	1	0.0416666666666667
"diazjo03"	272	60	0.220588235294118
"diazya01"	525	173	0.329523809523809
"diazya02"	355	100	0.28169014084507
"dickeco01"	144	36	0.25
"dixonbr01"	79	16	0.20253164556962
"dominja01"	31	8	0.258064516129032
"donaljo02"	165	25	0.151515151515152
"donovbr01"	327	93	0.284403669724771
"downsje01"	5	2	0.4
"doylebr02"	399	81	0.203007518796992
"doziehu01"	82	15	0.182926829268293
"drurybr01"	485	127	0.261855670103093
"dubonma01"	467	130	0.278372591006424
"duffyma01"	191	48	0.25130890052356
"duranez01"	406	112	0.275862068965517
"duranja01"	332	98	0.295180722891566
"duvalad01"	320	79	0.246875
"eatonna01"	53	4	0.0754716981132075
"edenca01"	6	1	0.166666666666667
"edmanto01"	479	119	0.248434237995825
"edwarxa01"	78	23	0.294871794871795
"ellisdr01"	23	5	0.217391304347826
"encarch01"	222	60	0.27027027027027
"engelad01"	6	0	0
"escobed01"	288	65	0.225694444444444
"espinsa01"	230	57	0.247826086956522
"estrath01"	495	134	0.270707070707071
"faircst01"	219	50	0.228310502283105
"farmeky01"	336	86	0.255952380952381
"fermifr01"	217	61	0.28110599078341
"fermijo01"	51	12	0.235294117647059
"fitzgty01"	32	7	0.21875
"fletcda02"	89	22	0.247191011235955
"fletcdo01"	93	28	0.301075268817204
"florewi01"	405	115	0.283950617283951
"flories01"	61	14	0.229508196721311
"fordmi01"	219	50	0.228310502283105
"forteni01"	294	60	0.204081632653061
"fraleja01"	336	86	0.255952380952381
"francty01"	587	147	0.250425894378194
"francwa01"	442	124	0.280542986425339
"fraziad01"	412	99	0.240291262135922
"frazicl01"	66	13	0.196969696969697
"freemfr01"	637	211	0.331240188383046
"freemty01"	153	37	0.241830065359477
"frelisa01"	191	47	0.246073298429319
"friedtj01"	488	136	0.278688524590164
"fryda01"	101	24	0.237623762376238
"fulmemi01"	1	0	0
"gallaca01"	143	18	0.125874125874126
"gallojo01"	282	50	0.177304964539007
"gamelbe01"	15	3	0.2
"garciad02"	555	136	0.245045045045045
"garciav01"	108	20	0.185185185185185
"garcijo02"	133	29	0.218045112781955
"garcilu04"	447	119	0.266219239373602
"garcima01"	464	126	0.271551724137931
"garliky01"	28	5	0.178571428571429
"garrest01"	234	63	0.269230769230769
"garvemi01"	296	80	0.27027027027027
"gelofza01"	270	72	0.266666666666667
"gimenan01"	557	140	0.251346499102334
"goldspa01"	593	159	0.268128161888702
"gomesya01"	382	102	0.267015706806283
"gonzani01"	115	24	0.208695652173913
"gonzaos01"	173	37	0.213872832369942
"gonzaro01"	93	18	0.193548387096774
"goodmhu01"	70	14	0.2
"gordoni01"	91	16	0.175824175824176
"gormano01"	406	96	0.236453201970443
"gourryu01"	298	73	0.24496644295302
"grandya01"	363	85	0.234159779614325
"graytr01"	5	2	0.4
"greenri02"	378	109	0.288359788359788
"grichra01"	434	116	0.267281105990783
"grishtr01"	469	93	0.198294243070362
"grissva01"	75	21	0.28
"grossro01"	353	84	0.237960339943343
"guerrvl02"	602	159	0.264119601328904
"guilllu01"	107	24	0.224299065420561
"gurrilo01"	551	144	0.261343012704174
"guthrda01"	24	4	0.166666666666667
"haaseer01"	274	55	0.200729927007299
"haggesa01"	91	23	0.252747252747253
"hallda02"	54	9	0.166666666666667
"hamilbi02"	2	0	0
"hamilca01"	5	0	0
"hamilda03"	33	4	0.121212121212121
"hampsga01"	221	61	0.276018099547511
"hanigmi01"	211	44	0.208530805687204
"happia01"	580	144	0.248275862068966
"harpebr03"	457	134	0.293216630196937
"harrijo05"	103	21	0.203883495145631
"harrimi04"	505	148	0.293069306930693
"haselad01"	36	8	0.222222222222222
"hayeske01"	494	134	0.271255060728745
"haysau01"	520	143	0.275
"hedgeau01"	185	34	0.183783783783784
"heimjo01"	457	118	0.258205689277899
"heinety01"	38	9	0.236842105263158
"hendegu01"	560	143	0.255357142857143
"henslda01"	84	10	0.119047619047619
"hernaen02"	465	110	0.236559139784946
"hernate01"	625	161	0.2576
"hernayo02"	22	3	0.136363636363636
"herreiv01"	37	11	0.297297297297297
"herrejo04"	101	21	0.207920792079208
"heywaja01"	334	90	0.269461077844311
"hicksaa01"	269	68	0.252788104089219
"higasky01"	242	57	0.235537190082645
"hillde01"	47	8	0.170212765957447
"hillisa01"	72	17	0.236111111111111
"hoernni01"	619	175	0.282714054927302
"hopkitj01"	41	7	0.170731707317073
"horwisp01"	39	10	0.256410256410256
"hosmeer01"	94	22	0.234042553191489
"huffsa01"	43	11	0.255813953488372
"hummeco01"	23	2	0.0869565217391304
"ibanean01"	356	94	0.264044943820225
"indiajo01"	454	111	0.244493392070485
"isbelky01"	292	70	0.23972602739726
"jankotr01"	247	65	0.263157894736842
"janseda01"	268	61	0.227611940298507
"jeffery01"	286	79	0.276223776223776
"jimenel02"	456	124	0.271929824561404
"joeco01"	413	102	0.246973365617433
"johnsbr03"	43	7	0.162790697674419
"jonesja08"	10	2	0.2
"jonesno01"	367	109	0.29700272479564
"judgeaa01"	367	98	0.267029972752044
"julieed01"	338	89	0.263313609467456
"julksco01"	298	73	0.24496644295302
"jungjo01"	478	127	0.265690376569038
"kaiseco01"	4	0	0
"kelenja01"	372	94	0.252688172043011
"kellyca02"	136	28	0.205882352941176
"kempto01"	359	75	0.20891364902507
"kennebu01"	24	4	0.166666666666667
"keplema01"	438	114	0.26027397260274
"kessigr01"	40	8	0.2
"kieboca01"	87	18	0.206896551724138
"kiermke01"	370	98	0.264864864864865
"kimha01"	538	140	0.260223048327138
"kineris01"	326	79	0.242331288343558
"kirilal01"	281	76	0.270462633451957
"kirkal01"	372	93	0.25
"kjershe01"	30	7	0.233333333333333
"kniznan01"	224	54	0.241071428571429
"kohlwta01"	13	2	0.153846153846154
"kreidry01"	18	2	0.111111111111111
"kwanst01"	638	171	0.268025078369906
"lambja01"	51	11	0.215686274509804
"langesh01"	448	92	0.205357142857143
"larnatr01"	183	39	0.213114754098361
"lasteto01"	21	4	0.19047619047619
"laurera01"	361	81	0.224376731301939
"lawlajo01"	31	4	0.129032258064516
"leeko01"	65	5	0.0769230769230769
"lemahdj01"	497	121	0.243460764587525
"leonsa01"	41	6	0.146341463414634
"lestejo02"	22	4	0.181818181818182
"lewisky01"	51	8	0.156862745098039
"lewisro02"	217	67	0.308755760368664
"lindofr01"	602	153	0.254152823920266
"lipcian01"	35	10	0.285714285714286
"locasti01"	56	13	0.232142857142857
"loftini01"	62	20	0.32258064516129
"longoev01"	211	47	0.222748815165877
"lopezal03"	2	1	0.5
"lopezir01"	11	0	0
"lopezni01"	225	52	0.231111111111111
"lowebr01"	377	87	0.230769230769231
"lowejo01"	466	136	0.291845493562232
"lowena01"	623	163	0.261637239165329
"luciama01"	39	9	0.230769230769231
"lukesna01"	26	5	0.192307692307692
"luplojo01"	77	16	0.207792207792208
"machama01"	543	140	0.257826887661142
"madribl01"	26	4	0.153846153846154
"madrini01"	270	71	0.262962962962963
"maggidr01"	6	2	0.333333333333333
"mailelu01"	179	42	0.23463687150838
"maldoma01"	362	69	0.19060773480663
"mancitr01"	235	55	0.234042553191489
"marcatu01"	202	47	0.232673267326733
"margoma01"	311	82	0.263665594855305
"marisja01"	76	18	0.236842105263158
"marloca01"	88	21	0.238636363636364
"marshbr02"	404	112	0.277227722772277
"marteke01"	569	157	0.275922671353251
"marteno01"	114	36	0.315789473684211
"martest01"	315	78	0.247619047619048
"martijd02"	432	117	0.270833333333333
"martijp01"	40	9	0.225
"martini02"	72	19	0.263888888888889
"massemi02"	428	98	0.228971962616822
"mastrmi01"	133	32	0.240601503759398
"mateojo01"	318	69	0.216981132075472
"mathima01"	62	14	0.225806451612903
"matonni01"	249	43	0.172690763052209
"matoslu02"	228	57	0.25
"mauriro01"	101	25	0.247524752475248
"mccanja02"	207	46	0.222222222222222
"mccarja02"	276	67	0.242753623188406
"mccorch01"	403	110	0.272952853598015
"mccoyma01"	1	0	0
"mccutan01"	390	100	0.256410256410256
"mcguire01"	187	50	0.267379679144385
"mckenry01"	122	31	0.254098360655738
"mckinbi01"	128	29	0.2265625
"mckinza01"	464	107	0.230603448275862
"mclaima01"	365	106	0.29041095890411
"mcmahry01"	555	133	0.23963963963964
"mcneije01"	585	158	0.27008547008547
"meadcu01"	83	21	0.253012048192771
"meadoau01"	21	5	0.238095238095238
"meadopa01"	125	29	0.232
"mecklwa01"	56	13	0.232142857142857
"mejiafr01"	150	34	0.226666666666667
"melenmj01"	533	125	0.234521575984991
"mendida01"	65	12	0.184615384615385
"menesjo01"	611	168	0.274959083469722
"mercaos01"	31	9	0.290322580645161
"merriwh01"	547	149	0.272394881170018
"mervima01"	90	15	0.166666666666667
"meyerja02"	309	70	0.226537216828479
"milladr01"	28	8	0.285714285714286
"millebr02"	56	12	0.214285714285714
"milleow01"	291	76	0.261168384879725
"millesh01"	1	0	0
"miranjo01"	142	30	0.211267605633803
"mitchca01"	4	0	0
"mitchga01"	65	16	0.246153846153846
"monasan01"	282	73	0.25886524822695
"moncayo01"	334	87	0.260479041916168
"moniami01"	311	87	0.279742765273312
"monteco01"	38	7	0.184210526315789
"monteel01"	284	69	0.242957746478873
"mooredy01"	145	30	0.206896551724138
"morelch01"	388	96	0.247422680412371
"morenga01"	341	97	0.284457478005865
"motteta01"	76	13	0.171052631578947
"mountry01"	423	114	0.269503546099291
"moustmi01"	352	87	0.247159090909091
"mullice01"	404	94	0.232673267326733
"muncyma01"	482	102	0.211618257261411
"murphse01"	370	93	0.251351351351351
"murphto04"	145	42	0.289655172413793
"myersda01"	67	18	0.26865671641791
"myerswi01"	127	24	0.188976377952756
"naquity01"	8	0	0
"narvaom01"	128	27	0.2109375
"naylobo01"	198	47	0.237373737373737
"naylojo01"	452	139	0.307522123893805
"netoza01"	289	65	0.224913494809689
"nevinty01"	95	19	0.2
"newmake01"	225	57	0.253333333333333
"nidoto01"	56	7	0.125
"nimmobr01"	592	162	0.273648648648649
"nodary01"	406	93	0.229064039408867
"nolaau01"	130	19	0.146153846153846
"nootbla01"	426	111	0.26056338028169
"odorro01"	138	28	0.202898550724638
"ohearry01"	346	100	0.289017341040462
"ohopplo01"	182	43	0.236263736263736
"ohtansh01"	497	151	0.303822937625755
"okeefbr01"	19	2	0.105263157894737
"okeych01"	2	0	0
"olivaed02"	354	93	0.26271186440678
"olsonma02"	608	172	0.282894736842105
"oneilty01"	238	55	0.23109243697479
"orneljo01"	7	1	0.142857142857143
"ortegra01"	114	25	0.219298245614035
"ortizjo06"	33	7	0.212121212121212
"outmaja01"	483	120	0.248447204968944
"owingch01"	25	4	0.16
"ozunama01"	530	145	0.273584905660377
"pachecr01"	84	20	0.238095238095238
"padloke01"	8	1	0.125
"palacjo01"	247	59	0.238866396761134
"palacri01"	93	24	0.258064516129032
"paredis01"	492	123	0.25
"parisky01"	40	4	0.1
"pasquvi01"	231	57	0.246753246753247
"pederjo01"	358	84	0.23463687150838
"pegueli01"	198	47	0.237373737373737
"penaje02"	577	152	0.263431542461005
"peralda01"	394	102	0.258883248730964
"perazos02"	173	33	0.190751445086705
"perdoge01"	407	100	0.245700245700246
"pereiev01"	93	14	0.150537634408602
"perezca02"	168	38	0.226190476190476
"perezca03"	49	10	0.204081632653061
"perezmi03"	8	4	0.5
"perezro02"	15	2	0.133333333333333
"perezsa02"	538	137	0.254646840148699
"perkibl01"	143	31	0.216783216783217
"peterja01"	374	79	0.211229946524064
"phamth01"	426	109	0.255868544600939
"phillbr02"	63	11	0.174603174603175
"pillake01"	197	45	0.228426395939086
"pinama01"	12	3	0.25
"pintore02"	103	26	0.252427184466019
"polanjo01"	302	77	0.254966887417219
"polloaj01"	133	22	0.165413533834586
"portelo01"	31	6	0.193548387096774
"prattni01"	306	71	0.23202614379085
"profaju01"	459	111	0.241830065359477
"quereju01"	20	2	0.1
"rafaece01"	83	20	0.240963855421687
"raleica01"	513	119	0.231968810916179
"raleylu01"	357	89	0.249299719887955
"ramirha02"	400	125	0.3125
"ramirjo01"	611	172	0.281505728314239
"ramoshe01"	74	18	0.243243243243243
"ramoshe02"	56	10	0.178571428571429
"realmjt01"	489	123	0.251533742331288
"refsnro01"	202	50	0.247524752475248
"remilza01"	147	37	0.251700680272109
"rendoan01"	148	35	0.236486486486486
"renfrhu01"	498	116	0.232931726907631
"rengilu01"	394	104	0.263959390862944
"reyesfr01"	59	11	0.186440677966102
"reyespa01"	167	48	0.287425149700599
"reynobr01"	574	151	0.263066202090592
"reynoma03"	5	1	0.2
"rileyau01"	636	179	0.281446540880503
"riosed01"	28	2	0.0714285714285714
"rivasal01"	109	25	0.229357798165138
"riverem01"	257	67	0.260700389105058
"rizzoan01"	373	91	0.243967828418231
"roberlu01"	546	144	0.263736263736264
"roblevi01"	107	32	0.299065420560748
"rocchbr01"	81	20	0.246913580246914
"rodgebr02"	178	46	0.258426966292135
"rodrien01"	186	41	0.220430107526882
"rodriju01"	654	180	0.275229357798165
"rogerja03"	331	73	0.220543806646526
"rojasjo01"	314	77	0.245222929936306
"rojasjo03"	149	45	0.302013422818792
"rojasmi02"	385	91	0.236363636363636
"rookebr01"	463	114	0.24622030237581
"rortvbe01"	68	8	0.117647058823529
"rosaram01"	510	134	0.262745098039216
"rosared01"	478	122	0.255230125523013
"rosareg01"	36	9	0.25
"rufda01"	49	11	0.224489795918367
"ruizes01"	449	114	0.253897550111359
"ruizke01"	523	136	0.260038240917782
"ruthebl01"	35	6	0.171428571428571
"rutscad01"	588	163	0.277210884353741
"sabolbl01"	310	73	0.235483870967742
"salazce01"	18	2	0.111111111111111
"sanchga02"	240	52	0.216666666666667
"sanchje02"	360	91	0.252777777777778
"santaan02"	591	152	0.257191201353638
"santaca01"	550	132	0.24
"sborzjo01"	1	0	0
"schanno01"	109	30	0.275229357798165
"schmica01"	253	52	0.205533596837945
"schneda03"	116	32	0.275862068965517
"schoojo01"	136	29	0.213235294117647
"schwaky01"	585	115	0.196581196581197
"seageco01"	477	156	0.327044025157233
"seaglch01"	1	0	0
"segurje01"	301	66	0.219269102990033
"semiema01"	670	185	0.276119402985075
"senzeni01"	301	71	0.235880398671096
"servebr01"	23	3	0.130434782608696
"sheetga01"	311	63	0.202572347266881
"shewmbr01"	4	0	0
"shortza01"	221	45	0.203619909502262
"sianimi01"	5	0	0
"singljo02"	91	15	0.164835164835165
"sirijo01"	338	75	0.22189349112426
"slateau01"	185	50	0.27027027027027
"smithca04"	32	4	0.125
"smithdo02"	527	134	0.25426944971537
"smithjo09"	195	36	0.184615384615385
"smithke05"	135	25	0.185185185185185
"smithpa04"	191	36	0.18848167539267
"smithwi05"	464	121	0.260775862068966
"soderty01"	125	20	0.16
"solando01"	394	111	0.281725888324873
"solerjo01"	504	126	0.25
"sosaed01"	279	70	0.25089605734767
"sosale01"	164	33	0.201219512195122
"sotoju01"	568	156	0.274647887323944
"sotoli01"	9	2	0.222222222222222
"springe01"	613	158	0.257748776508972
"stallja01"	241	46	0.190871369294606
"stantmi03"	371	71	0.191374663072776
"steersp01"	582	158	0.271477663230241
"stefami01"	62	18	0.290322580645161
"stephty01"	465	113	0.243010752688172
"stevean01"	37	7	0.189189189189189
"steveca01"	9	0	0
"stewadj01"	160	39	0.24375
"storytr01"	158	32	0.20253164556962
"stottbr01"	585	164	0.28034188034188
"stoweky01"	30	2	0.0666666666666667
"strawmy01"	462	110	0.238095238095238
"stubbga01"	113	23	0.20353982300885
"suareeu01"	598	139	0.232441471571906
"sullibr01"	81	17	0.209876543209877
"suwinja01"	447	100	0.223713646532438
"suzukse01"	515	147	0.285436893203883
"swansda01"	565	138	0.244247787610619
"tapiara01"	148	35	0.236486486486486
"tatisfe02"	575	148	0.257391304347826
"tauchmi01"	337	85	0.252225519287834
"taverle01"	511	136	0.26614481409002
"tayloch03"	338	80	0.236686390532544
"taylomi02"	355	78	0.219718309859155
"taylosa03"	60	12	0.2
"tayloty01"	231	54	0.233766233766234
"tellero01"	311	67	0.215434083601286
"tenajo01"	31	7	0.225806451612903
"thaisma01"	262	56	0.213740458015267
"thomaal01"	374	86	0.229946524064171
"thomaco01"	42	10	0.238095238095238
"thomala02"	628	168	0.267515923566879
"thompbu01"	53	9	0.169811320754717
"thomptr01"	153	25	0.163398692810458
"toglimi01"	141	23	0.163120567375887
"torkesp01"	606	141	0.232673267326733
"toroab01"	18	8	0.444444444444444
"torregl01"	596	163	0.273489932885906
"torrelu01"	28	7	0.25
"tovarez01"	581	147	0.253012048192771
"trammta01"	46	6	0.130434782608696
"trejoal01"	207	48	0.231884057971014
"trevijo01"	157	33	0.210191082802548
"triolja01"	181	54	0.298342541436464
"trompch01"	16	2	0.125
"troutmi01"	308	81	0.262987012987013
"tuckeco01"	8	4	0.5
"tuckeky01"	574	163	0.28397212543554
"turanbr02"	404	88	0.217821782178218
"turneju01"	558	154	0.275985663082437
"turnetr01"	639	170	0.2660406885759
"uriaslu01"	144	28	0.194444444444444
"uriasra01"	360	95	0.263888888888889
"urshegi01"	214	64	0.299065420560748
"valdeen01"	139	37	0.266187050359712
"vargail01"	262	66	0.251908396946565
"vargami01"	256	50	0.1953125
"varshda01"	527	116	0.22011385199241
"vaughan01"	566	146	0.257950530035336
"vavrate01"	49	12	0.244897959183673
"vazquch01"	327	73	0.223241590214067
"velazan01"	81	14	0.172839506172839
"velazne01"	162	38	0.234567901234568
"verdual01"	546	144	0.263736263736264
"vientma01"	218	46	0.211009174311927
"vierlma01"	479	125	0.260960334029228
"villada01"	124	18	0.145161290322581
"vilorme01"	3	0	0
"vogelda01"	275	64	0.232727272727273
"voitlu01"	68	15	0.220588235294118
"volpean01"	541	113	0.208872458410351
"vosleja01"	62	10	0.161290322580645
"vottojo01"	208	42	0.201923076923077
"wadela01"	429	110	0.256410256410256
"wadety01"	51	13	0.254901960784314
"wainwad01"	2	0	0
"walkech02"	582	150	0.257731958762887
"walkejo02"	420	116	0.276190476190476
"wallach01"	157	31	0.197452229299363
"wallfo01"	13	6	0.461538461538462
"wallnma01"	213	53	0.248826291079812
"wallsta01"	303	61	0.201320132013201
"walshja01"	104	13	0.125
"wardta01"	356	90	0.252808988764045
"waterdr01"	302	69	0.228476821192053
"wellsau01"	70	16	0.228571428571429
"wendljo01"	297	63	0.212121212121212
"westbjo01"	208	54	0.259615384615385
"whiteel04"	14	1	0.0714285714285714
"wiemejo01"	367	75	0.204359673024523
"willial04"	101	20	0.198019801980198
"willilu01"	19	1	0.0526315789473684
"wilsowe01"	16	5	0.3125
"winkeje01"	166	33	0.198795180722892
"winnma01"	122	21	0.172131147540984
"wisdopa01"	268	55	0.205223880597015
"wiselbr01"	120	21	0.175
"wittbo02"	641	177	0.27613104524181
"wongco01"	371	87	0.234501347708895
"wongko01"	224	41	0.183035714285714
"wynnsau01"	130	27	0.207692307692308
"yastrmi01"	330	77	0.233333333333333
"yelicch01"	550	153	0.278181818181818
"yepezju01"	60	11	0.183333333333333
"yoshima02"	537	155	0.288640595903166
"youngja02"	43	8	0.186046511627907
"youngja03"	107	27	0.252336448598131
"zavalse01"	175	30	0.171428571428571
"zuninmi01"	124	22	0.17741935483871
